"timestamp","humidity"
02/03/14 13:41,86
02/03/14 13:41,86
02/03/14 13:42,86
02/03/14 13:43,86
02/03/14 13:45,86
02/03/14 13:46,86
02/03/14 13:47,86
02/03/14 13:48,86
02/03/14 13:49,86
02/03/14 13:50,86
02/03/14 13:51,86
02/03/14 13:52,86
02/03/14 13:53,86
02/03/14 13:54,86
02/03/14 13:56,86
02/03/14 13:56,86
02/03/14 13:57,86
02/03/14 13:58,86
02/03/14 13:59,86
02/03/14 14:01,86
02/03/14 14:02,86
02/03/14 14:03,86
02/03/14 14:04,86
02/03/14 14:04,86
02/03/14 14:06,86
02/03/14 14:07,86
02/03/14 14:08,86
02/03/14 14:09,86
02/03/14 14:10,86
02/03/14 14:11,86
02/03/14 14:12,86
02/03/14 14:13,86
02/03/14 14:14,86
02/03/14 14:15,86
02/03/14 14:17,86
02/03/14 14:18,86
02/03/14 14:19,86
02/03/14 14:19,86
02/03/14 14:20,86
02/03/14 14:22,86
02/03/14 14:23,86
02/03/14 14:24,86
02/03/14 14:25,86
02/03/14 14:26,86
02/03/14 14:27,86
02/03/14 14:28,86
02/03/14 14:29,86
02/03/14 14:30,86
02/03/14 14:31,86
02/03/14 14:33,86
02/03/14 14:34,86
02/03/14 14:34,86
02/03/14 14:35,86
02/03/14 14:36,86
02/03/14 14:38,86
02/03/14 14:39,86
02/03/14 14:40,86
02/03/14 14:41,86
02/03/14 14:42,86
02/03/14 14:43,86
02/03/14 14:44,86
02/03/14 14:45,86
02/03/14 14:46,86
02/03/14 14:47,86
02/03/14 14:49,86
02/03/14 14:49,86
02/03/14 14:50,86
02/03/14 14:51,86
02/03/14 14:52,86
02/03/14 14:54,86
02/03/14 14:55,86
02/03/14 14:56,86
02/03/14 14:57,86
02/03/14 14:57,86
02/03/14 14:59,86
02/03/14 15:05,86
02/03/14 15:05,86
02/03/14 15:06,86
02/03/14 15:07,86
02/03/14 15:08,86
02/03/14 15:10,86
02/03/14 15:11,86
02/03/14 15:12,86
02/03/14 15:12,86
02/03/14 15:13,86
02/03/14 15:15,86
02/03/14 15:16,86
02/03/14 15:17,86
02/03/14 15:18,86
02/03/14 15:19,86
02/03/14 15:20,86
02/03/14 15:21,86
02/03/14 15:22,86
02/03/14 15:24,86
02/03/14 15:26,86
02/03/14 15:27,86
02/03/14 15:27,86
02/03/14 15:28,86
02/03/14 15:29,86
02/03/14 15:31,86
02/03/14 15:32,86
02/03/14 15:33,86
02/03/14 15:34,86
02/03/14 15:35,86
02/03/14 15:36,86
02/03/14 15:37,86
02/03/14 15:38,86
02/03/14 15:39,86
02/03/14 15:40,86
02/03/14 15:42,86
02/03/14 15:43,86
02/03/14 15:43,86
02/03/14 15:44,86
02/03/14 15:45,86
02/03/14 15:47,86
02/03/14 15:48,86
02/03/14 15:49,87
02/03/14 15:50,87
02/03/14 15:50,87
02/03/14 15:52,87
02/03/14 15:53,87
02/03/14 15:54,87
02/03/14 15:55,87
02/03/14 15:56,87
02/03/14 15:58,87
02/03/14 15:58,87
02/03/14 15:59,87
02/03/14 16:00,87
02/03/14 16:01,87
02/03/14 16:03,87
02/03/14 16:04,87
02/03/14 16:05,87
02/03/14 16:05,87
02/03/14 16:06,87
02/03/14 16:08,87
02/03/14 16:09,87
02/03/14 16:10,87
02/03/14 16:11,87
02/03/14 16:12,87
02/03/14 16:13,87
02/03/14 16:14,87
02/03/14 16:15,87
02/03/14 16:16,87
02/03/14 16:17,87
02/03/14 16:19,87
02/03/14 16:20,87
02/03/14 16:20,87
02/03/14 16:21,87
02/03/14 16:22,87
