"timestamp","humidity"
02/03/14 09:46,93
02/03/14 09:47,93
02/03/14 09:48,93
02/03/14 09:49,93
02/03/14 09:50,93
02/03/14 09:52,93
02/03/14 09:53,93
02/03/14 09:54,93
02/03/14 09:54,93
02/03/14 09:55,93
02/03/14 09:57,93
02/03/14 09:58,93
02/03/14 09:59,93
02/03/14 10:00,93
02/03/14 10:01,93
02/03/14 10:02,93
02/03/14 10:03,93
02/03/14 10:04,93
02/03/14 10:05,93
02/03/14 10:06,93
02/03/14 10:08,93
02/03/14 10:09,93
02/03/14 10:09,93
02/03/14 10:10,93
02/03/14 10:11,93
02/03/14 10:13,93
02/03/14 10:14,93
02/03/14 10:15,93
02/03/14 10:16,93
02/03/14 10:17,93
02/03/14 10:18,93
02/03/14 10:19,93
02/03/14 10:20,93
02/03/14 10:21,93
02/03/14 10:22,93
02/03/14 10:24,92
02/03/14 10:24,92
02/03/14 10:25,92
02/03/14 10:26,92
02/03/14 10:27,92
02/03/14 10:29,92
02/03/14 10:30,92
02/03/14 10:31,92
02/03/14 10:32,92
02/03/14 10:32,92
02/03/14 10:34,92
02/03/14 10:35,92
02/03/14 10:36,92
02/03/14 10:37,92
02/03/14 10:38,92
02/03/14 10:39,92
02/03/14 10:40,92
02/03/14 10:41,92
02/03/14 10:42,92
02/03/14 10:43,92
02/03/14 10:45,92
02/03/14 10:46,92
02/03/14 10:47,92
02/03/14 10:47,92
02/03/14 10:48,92
02/03/14 10:50,92
02/03/14 10:51,92
02/03/14 10:52,92
02/03/14 10:53,92
02/03/14 10:54,92
02/03/14 10:55,92
02/03/14 10:56,92
02/03/14 10:57,92
02/03/14 10:58,92
02/03/14 10:59,92
02/03/14 11:01,92
02/03/14 11:02,92
02/03/14 11:02,92
02/03/14 11:03,92
02/03/14 11:04,92
02/03/14 11:06,92
02/03/14 11:07,92
02/03/14 11:08,92
02/03/14 11:09,92
02/03/14 11:10,92
02/03/14 11:11,92
02/03/14 11:12,91
02/03/14 11:14,91
02/03/14 11:15,91
02/03/14 11:17,91
02/03/14 11:17,91
02/03/14 11:18,91
02/03/14 11:19,91
02/03/14 11:20,91
02/03/14 11:22,91
02/03/14 11:23,91
02/03/14 11:24,91
02/03/14 11:25,91
02/03/14 11:25,91
02/03/14 11:27,91
02/03/14 11:28,91
02/03/14 11:29,91
02/03/14 11:30,91
02/03/14 11:31,91
02/03/14 11:32,91
02/03/14 11:33,91
02/03/14 11:34,91
02/03/14 11:35,91
02/03/14 11:36,91
02/03/14 11:38,90
02/03/14 11:39,90
02/03/14 11:40,90
02/03/14 11:40,90
02/03/14 11:41,90
02/03/14 11:43,90
02/03/14 11:44,90
02/03/14 11:45,90
02/03/14 11:46,90
02/03/14 11:47,90
02/03/14 11:48,90
02/03/14 11:49,90
02/03/14 11:50,90
02/03/14 11:51,90
02/03/14 11:52,90
02/03/14 11:54,90
02/03/14 11:55,90
02/03/14 11:55,90
02/03/14 11:56,89
02/03/14 11:57,89
02/03/14 11:59,89
02/03/14 12:00,89
02/03/14 12:01,89
02/03/14 12:02,89
02/03/14 12:03,89
02/03/14 12:04,89
02/03/14 12:05,89
02/03/14 12:06,89
02/03/14 12:07,89
02/03/14 12:08,89
02/03/14 12:10,89
02/03/14 12:10,89
02/03/14 12:11,89
02/03/14 12:12,89
02/03/14 12:13,89
02/03/14 12:15,89
02/03/14 12:16,89
02/03/14 12:17,89
02/03/14 12:18,89
02/03/14 12:18,89
02/03/14 12:20,88
02/03/14 12:21,88
02/03/14 12:22,88
02/03/14 12:23,88
02/03/14 12:24,88
02/03/14 12:25,88
02/03/14 12:26,88
02/03/14 12:27,88
02/03/14 12:28,88
02/03/14 12:29,88
02/03/14 12:31,88
02/03/14 12:32,88
02/03/14 12:33,88
02/03/14 12:33,88
02/03/14 12:34,88
02/03/14 12:36,88
02/03/14 12:37,88
02/03/14 12:38,88
02/03/14 12:39,88
02/03/14 12:40,87
02/03/14 12:41,87
02/03/14 12:42,87
02/03/14 12:43,87
02/03/14 12:44,87
02/03/14 12:45,87
02/03/14 12:47,87
02/03/14 12:48,87
02/03/14 12:48,87
02/03/14 12:49,87
02/03/14 12:50,87
02/03/14 12:52,87
02/03/14 12:53,87
02/03/14 12:54,87
02/03/14 12:55,87
02/03/14 12:56,87
02/03/14 12:57,87
02/03/14 12:58,87
02/03/14 12:59,87
02/03/14 13:00,87
02/03/14 13:01,87
02/03/14 13:03,87
02/03/14 13:03,86
02/03/14 13:04,86
02/03/14 13:05,86
02/03/14 13:06,86
02/03/14 13:08,86
02/03/14 13:09,86
02/03/14 13:10,86
02/03/14 13:11,86
02/03/14 13:11,86
02/03/14 13:13,86
02/03/14 13:14,86
02/03/14 13:15,86
02/03/14 13:16,86
02/03/14 13:17,86
02/03/14 13:19,86
02/03/14 13:19,86
02/03/14 13:20,86
02/03/14 13:21,86
02/03/14 13:22,86
02/03/14 13:24,86
02/03/14 13:25,86
02/03/14 13:26,86
02/03/14 13:26,86
02/03/14 13:27,86
02/03/14 13:29,86
02/03/14 13:30,86
02/03/14 13:31,86
02/03/14 13:32,86
02/03/14 13:33,86
02/03/14 13:34,86
02/03/14 13:35,86
02/03/14 13:36,86
02/03/14 13:37,86
02/03/14 13:38,86
02/03/14 13:40,86
